CDI	contrat_type
-	O
Agent	position
de	position
Voyages	position
-	O
Paris	city
-	O
H/F	O
Thomas	company
Cook	company
-	O
Paris	city
-LRB-	O
75	code_postal
-RRB-	O
CDI	contrat_type
Thomas	company
Cook	company
est	O
un	O
acteur	O
incontournable	O
du	O
tourisme	O
en	O
Europe	O
.	O
Parmi	O
les	O
leaders	O
en	O
France	O
,	O
nos	O
deux	O
métiers	O
de	O
production	O
de	O
voyages	O
-LRB-	O
Tour	O
Opérateur	O
-RRB-	O
et	O
de	O
distribution	O
,	O
à	O
travers	O
notre	O
réseau	O
-LRB-	O
près	O
de	O
450	O
points	O
de	O
vente	O
-RRB-	O
,	O
nous	O
permettent	O
d'offrir	O
une	O
gamme	O
complète	O
de	O
voyages	O
:	O
clubs	O
de	O
vacances	O
,	O
circuits	O
,	O
offres	O
premium	O
,	O
etc.	O
.	O
Sur	O
un	O
marché	O
en	O
mutation	O
,	O
la	O
notoriété	O
de	O
nos	O
différentes	O
marques	O
et	O
la	O
force	O
de	O
notre	O
réseau	O
-LRB-	O
agences	O
,	O
sites	O
internet	O
,	O
call	O
center	O
-RRB-	O
nous	O
offrent	O
aujourd	O
'	O
hui	O
un	O
réel	O
et	O
important	O
potentiel	O
de	O
consolidation	O
en	O
France	O
.	O
En	O
qualité	O
de	O
conseiller	position
voyages	position
,	O
vous	hard_skills
assurez	hard_skills
le	hard_skills
conseil	hard_skills
et	hard_skills
la	hard_skills
vente	hard_skills
au	hard_skills
client	hard_skills
des	hard_skills
services	hard_skills
et	hard_skills
produits	hard_skills
-LRB-	O
circuits	hard_skills
,	O
séjours	hard_skills
,	O
forfaits	hard_skills
,	O
locations	hard_skills
proposés	hard_skills
par	hard_skills
les	hard_skills
TO	hard_skills
,	O
billetterie	hard_skills
,	O
etc.	O
-RRB-	O
:	O
-	O
Accueillir	hard_skills
et	hard_skills
conseiller	hard_skills
le	hard_skills
client	hard_skills
:	O
compréhension	hard_skills
des	hard_skills
attentes	hard_skills
,	O
sélections	hard_skills
de	hard_skills
produits	hard_skills
et	hard_skills
de	hard_skills
services	hard_skills
,	O
et	hard_skills
formulation	hard_skills
de	hard_skills
propositions	hard_skills
,	O
argumentation	hard_skills
en	hard_skills
vue	hard_skills
de	hard_skills
la	hard_skills
concrétisation	hard_skills
de	hard_skills
la	hard_skills
vente	hard_skills
.	O
-	O
Réaliser	hard_skills
les	hard_skills
opérations	hard_skills
de	hard_skills
réservation	hard_skills
et	hard_skills
de	hard_skills
vente	hard_skills
.	O
-	O
Concevoir	hard_skills
l'assemblage	hard_skills
de	hard_skills
prestations	hard_skills
-LRB-	O
transport	hard_skills
,	O
hébergement	hard_skills
,	O
restauration	hard_skills
,	O
animation	hard_skills
...	O
-RRB-	O
en	hard_skills
vue	hard_skills
de	hard_skills
réaliser	hard_skills
un	hard_skills
forfait	hard_skills
simple	hard_skills
ou	hard_skills
une	hard_skills
demande	hard_skills
complexe	hard_skills
de	hard_skills
la	hard_skills
clientèle	hard_skills
.	O
-	O
Participer	hard_skills
à	hard_skills
la	hard_skills
création	hard_skills
de	hard_skills
prospects	hard_skills
afin	hard_skills
de	hard_skills
développer	hard_skills
le	hard_skills
portefeuille	hard_skills
.	O
De	experience
formation	experience
touristique	experience
et/ou	experience
commerciale	experience
,	O
vous	experience
justifiez	experience
d'une	experience
expérience	experience
réussie	experience
d'au	experience
moins	experience
1	experience
an	experience
dans	experience
la	experience
vente	experience
de	experience
produits	experience
et	experience
services	experience
touristiques	experience
en	experience
agence	experience
de	experience
voyages	experience
et	experience
maîtrisez	hard_skills
les	hard_skills
outils	hard_skills
informatiques	hard_skills
nécessaires	hard_skills
à	hard_skills
la	hard_skills
vente	hard_skills
de	hard_skills
ces	hard_skills
produits	hard_skills
-LRB-	O
Amadeus	O
indispensable	O
-RRB-	O
.	O
Ce	O
CDI	contrat_type
est	O
à	O
pouvoir	O
rapidement	O
.	O
Thomas	company
Cook	company
est	O
proche	O
de	O
ses	O
clients	O
et	O
s	O
`	O
attache	O
à	O
répondre	O
au	O
mieux	O
à	O
leurs	O
attentes	O
.	O
Venez	O
partager	O
votre	O
passion	O
du	O
voyage	O
avec	O
nos	O
équipes	O
et	O
nos	O
clients	O
!	O
Type	O
d'emploi	O
:	O
CDI	contrat_type
Expérience	O
exigée	O
:	O
Conseiller	experience
voyages	experience
:	O
1	experience
an	experience
