Employé	position
de	position
Ménage	position
Rennes	city
SUD	O
free	company
dom	company
-	O
Rennes	city
-LRB-	O
35	postal_code
-RRB-	O
CDI	contract_type
Nous	O
recherchons	O
un	O
-LRB-	O
e	O
-RRB-	O
Assistant	position
-LRB-	O
e	position
-RRB-	O
Ménager	position
-LRB-	O
H/F	O
-RRB-	O
pour	O
la	O
commune	O
de	O
Rennes	city
SUD	O
.	O
Vos	O
missions	O
Vous	O
interviendrez	hard_skills
au	hard_skills
domicile	hard_skills
des	hard_skills
clients	hard_skills
afin	hard_skills
de	hard_skills
réaliser	hard_skills
l'entretien	hard_skills
du	hard_skills
logement	hard_skills
,	hard_skills
en	hard_skills
respectant	hard_skills
les	hard_skills
spécificités	hard_skills
éventuelles	hard_skills
:	hard_skills
Nettoyer	hard_skills
,	hard_skills
entretenir	hard_skills
,	hard_skills
désinfecter	hard_skills
les	hard_skills
pièces	hard_skills
,	hard_skills
le	hard_skills
mobilier	hard_skills
et	hard_skills
les	hard_skills
appareils	hard_skills
ménagers	hard_skills
divers	hard_skills
Repasser	hard_skills
,	hard_skills
plier	hard_skills
et	hard_skills
ranger	hard_skills
le	hard_skills
linge	hard_skills
Conditions	O
du	O
poste	O
Rémunération	O
:	O
à	O
partir	O
de	O
9,76	salary
à	salary
10,76	salary
Brut	O
+	O
primes	O
suivant	O
profil	O
Nos	O
avantages	O
Mutuelle	O
d'entreprise	O
Remboursement	O
des	O
indemnités	O
de	O
transport	O
50	O
%	O
ou	O
des	O
frais	O
kilométriques	O
Prise	O
en	O
charge	O
des	O
inter	O
missions	O
Les	O
plus	O
Free	company
Dom	company
Une	O
formation	O
d'embauche	O
+	O
formation	O
continue	O
en	O
fonction	O
des	O
besoins	O
du	O
salarié	O
ainsi	O
que	O
de	O
son	O
projet	O
professionnel	O
Présentation	O
de	O
nos	O
salariés	O
aux	O
clients	O
affectés	O
Entreprise	O
à	O
taille	O
humaine	O
Profil	O
recherché	O
Vous	O
bénéficiez	O
d'une	O
expérience	experience
de	experience
6	experience
mois	experience
minimum	experience
sur	experience
un	experience
poste	experience
similaire	experience
et	O
êtes	O
capable	O
d'assurer	hard_skills
,	O
en	O
parfaite	O
autonomie	soft_skills
,	O
les	hard_skills
prestations	hard_skills
au	hard_skills
domicile	hard_skills
des	hard_skills
clients	hard_skills
.	O
Vous	O
êtes	O
polyvalent	soft_skills
-LRB-	O
e	O
-RRB-	O
et	O
``	O
avez	O
le	O
sens	soft_skills
de	soft_skills
l'organisation	soft_skills
ou/et	O
gestions	soft_skills
des	soft_skills
priorités	soft_skills
,	O
rigoureuse	soft_skills
''	O
.	O
Vous	O
savez	O
vous	O
adapter	O
aux	O
changements	O
de	O
situations	O
.	O
Vous	O
êtes	O
par	O
ailleurs	O
,	O
reconnu	O
-LRB-	O
e	O
-RRB-	O
s	O
pour	O
vos	O
qualités	O
de	O
discrétion	soft_skills
,	O
d'écoute	soft_skills
et	O
de	O
diplomatie	soft_skills
.	O
Type	O
d'emploi	O
:	O
Temps	O
partiel	O
Type	O
d'emploi	O
:	O
CDI	contract_type
Type	O
d'emploi	O
:	O
CDI	contract_type
Expérience	O
exigée	O
:	O
Ménage	experience
:	experience
1	experience
an	experience
