Assistant	position
Social	position
H/F	O
ORPEA	company
-	O
Nancy	localisation
-LRB-	O
54	O
-RRB-	O
CDI	contract_type
CLINEA	O
est	O
un	O
réseau	O
de	O
cliniques	O
de	O
Soins	O
de	O
Suite	O
et	O
de	O
Réadaptation	O
-LRB-	O
SSR	O
-RRB-	O
et	O
de	O
Centres	O
de	O
Rééducation	O
Fonctionnelle	O
-LRB-	O
CRF	O
-RRB-	O
en	O
France	O
.	O
Les	O
patients	O
sont	O
accueillis	O
à	O
l'issue	O
d'une	O
hospitalisation	O
en	O
service	O
de	O
médecine	O
ou	O
chirurgie	O
,	O
ou	O
en	O
provenance	O
de	O
leur	O
domicile	O
sur	O
prescription	O
médicale	O
.	O
Nous	O
recherchons	O
un	O
Assistant	O
Social	O
H/F	O
à	O
temps	O
plein	O
.	O
En	O
collaboration	O
avec	O
l'équipe	O
pluridisciplinaire	O
,	O
vous	O
aurez	O
pour	O
missions	O
principales	O
:	O
Evaluer	O
les	O
besoins	O
des	O
personnes	O
en	O
difficulté	O
et	O
établir	O
un	O
diagnostic	O
psychosocial	O
Construire	O
un	O
plan	O
d'aide	O
approprié	O
Conseiller	O
et	O
assister	O
les	O
patients	O
et	O
leur	O
entourage	O
Accompagner	O
les	O
patients	O
dans	O
les	O
démarches	O
administratives	O
Echanger	O
avec	O
les	O
structures	O
en	O
amont	O
et	O
en	O
aval	O
concernant	O
un	O
retour	O
à	O
l'autonomie	O
,	O
un	O
placement	O
en	O
structure	O
adaptée	O
,	O
l'insertion	O
sociale	O
et	O
professionnelle	O
Organiser	O
des	O
activités	O
et	O
des	O
soins	O
Participer	O
à	O
la	O
démarche	O
qualité	O
de	O
la	O
Clinique	O
Profil	O
Titulaire	O
du	O
Diplôme	experience
d'Etat	experience
d'Assistant	O
de	O
Service	O
Social	O
,	O
vous	O
possédez	O
une	O
expérience	O
significative	O
sur	O
un	O
poste	O
similaire	O
.	O
Disposant	O
de	O
réelles	O
aptitudes	O
relationnelles	O
,	O
vous	O
avez	O
le	O
sens	O
de	O
l'écoute	soft_skills
,	O
de	O
l'observation	soft_skills
et	O
de	O
l'analyse	soft_skills
.	O
Type	O
d'emploi	O
:	O
CDI	contract_type
