Job	position
Etudiant	position
baby	position
sitting	position
15h/sem	O
HOME	company
MARKET	company
SERVICES	company
-	O
Neuilly-sur-Seine	localisation
-LRB-	O
92	O
-RRB-	O
640	salary
$	salary
par	O
mois	O
-	O
Temps	contract_type
partiel	contract_type
,	O
Intérim	contract_type
,	O
CDD	contract_type
GARDE	O
D'ENFANTS	O
CDI	O
15H	O
-LRB-	O
H/F	O
-RRB-	O
Vous	O
souhaitez	O
rejoindre	O
une	O
entreprise	O
en	O
pleine	O
croissance	O
et	O
obtenir	O
un	O
CDI	O
,	O
le	O
tout	O
avec	O
une	O
rémunération	O
attractive	O
?	O
Rejoignez	O
Home	O
Market	O
Services	O
!	O
HOME	O
MARKET	O
SERVICES	O
est	O
une	O
société	O
renommée	O
dans	O
la	O
Garde	O
d'Enfants	O
,	O
le	O
Ménage	O
et	O
le	O
Maintien	O
à	O
domicile	O
.	O
Nos	O
3	O
agences	O
de	O
Paris	O
15e	O
,	O
16e	O
et	O
Neuilly	O
vous	O
proposent	O
des	O
postes	O
adaptés	O
à	O
vos	O
horaires	O
de	O
disponibilités	O
dans	O
toute	O
l'Ile-de-France	O
.	O
Votre	O
mission	O
est	O
d'être	O
la	O
super	O
Baby	O
Sitter	O
de	O
deux	O
filles	O
de	O
2	O
et	O
5	O
ans	O
créative	O
et	O
pleine	O
d'énergie	O
!	O
Vous	O
vous	O
occuperez	O
d'aller	O
les	O
chercher	O
à	O
la	O
crèche	O
et	O
l'école	O
,	O
de	O
jouer	O
avec	O
elles	O
et	O
leur	O
préparer	O
à	O
diner	O
.	O
Horaires	O
:	O
LMJV	O
de	O
16h30	O
à	O
19h	O
et	O
si	O
possible	O
Mercredi	O
de	O
12h	O
à	O
17h	O
hors	O
vacances	O
scolaires	O
.	O
Rémunération	O
:	O
640	O
$	O
par	O
mois	O
congés	O
inclus	O
Métro	O
les	O
sablons	O
ligne	O
1	O
-LRB-	O
proche	O
de	O
La	O
défense	O
-RRB-	O
Sérieux	soft_skills
-LRB-	O
se	O
-RRB-	O
,	O
patient	soft_skills
-LRB-	O
e	O
-RRB-	O
et	O
dynamique	soft_skills
,	O
vous	O
aimez	O
les	O
enfants	O
-LRB-	O
expérience	O
en	O
baby-sitting	O
,	O
animations	O
-RRB-	O
.	O
Ce	O
job	O
vous	O
tente	O
?	O
Envoyez-nous	O
votre	O
CV	O
et	O
mail	O
de	O
motivation	O
Notre	O
équipe	O
prendra	O
contact	O
avec	O
vous	O
rapidement	O
.	O
Type	O
d'emploi	O
:	O
Temps	O
partiel	O
Salaire	O
:	O
640	O
$	O
/	O
mois	O
Expérience	O
exigée	O
:	O
garde	O
d'enfants	O
:	O
1	experience
an	experience
