cdd	O
-	O
Poseur	O
-LRB-	O
Villepreux	O
-RRB-	O
HYTOP	company
/	company
ELIS	company
-	O
Villepreux	localisation
-LRB-	O
78	O
-RRB-	O
1	salary
539	salary
$	salary
par	O
mois	O
-	O
CDD	contract_type
HYTOP	O
SERVICES	O
,	O
filiale	O
de	O
l'entreprise	O
ELIS	O
,	O
est	O
une	O
société	O
de	O
Services	O
aux	O
Entreprises	O
,	O
spécialisée	O
dans	O
la	O
location	O
entretien	O
d'équipements	O
en	O
hygiène	O
et	O
bien-être	O
,	O
et	O
d'articles	O
sanitaires	O
.	O
Nous	O
recherchons	O
pour	O
notre	O
centre	O
de	O
Villepreux	O
-LRB-	O
78	O
-RRB-	O
un	O
:	O
POSEUR	position
DE	position
MATERIEL	position
H/F	O
EN	O
CDD	O
Rattaché	O
directement	O
au	O
Responsable	O
logistique	O
,	O
vous	O
aurez	O
pour	O
missions	O
principales	O
:	O
D'assurer	O
la	O
pose	O
et/ou	O
la	O
dépose	O
de	O
notre	O
matériel	O
chez	O
nos	O
clients	O
répartis	O
dans	O
l'ensemble	O
de	O
la	O
région	O
parisienne	O
-LRB-	O
distributeurs	O
de	O
savons	O
,	O
sèches	O
mains	O
,	O
dérouleurs	O
papier	O
hygiénique	O
,	O
dérouleurs	O
essuie	O
mains	O
...	O
.	O
-RRB-	O
D'assurer	O
la	O
bonne	O
tenue	O
du	O
véhicule	O
.	O
De	O
tenir	O
à	O
jour	O
les	O
documents	O
administratifs	O
relatifs	O
à	O
l'activité	O
de	O
votre	O
tournée	O
-LRB-	O
bordereaux	O
d'intervention	O
-RRB-	O
et	O
réaliser	O
un	O
débriefing	O
journalier	O
de	O
votre	O
activité	O
.	O
PROFIL	O
Permis	experience
B	experience
indispensable	O
+	O
véhicule	O
-LRB-	O
expérience	O
de	O
la	O
conduite	O
VL	O
en	O
région	O
parisienne	O
souhaitée	O
-RRB-	O
Vous	O
êtes	O
autonome	soft_skills
et	O
organisé	soft_skills
-LRB-	O
e	O
-RRB-	O
.	O
Vous	O
disposez	O
d'un	O
excellent	O
relationnel	O
et	O
notions	O
de	O
service	O
.	O
Horaires	O
:	O
35	O
heures	O
hebdomadaires	O
-LRB-	O
lundi	O
au	O
vendredi	O
-RRB-	O
Salaire	O
brut	O
mensuel	O
:	O
1539.05	O
$	O
-LRB-	O
+	O
heures	O
supplémentaires	O
éventuelles	O
,	O
intéressement	O
,	O
participation	O
-RRB-	O
Panier	O
repas	O
:	O
8.20	O
$	O
-LRB-	O
net	O
-RRB-	O
par	O
jour	O
travaillé	O
Merci	O
d'envoyer	O
votre	O
cv	O
par	O
mail	O
.	O
Type	O
d'emploi	O
:	O
CDD	O
Salaire	O
:	O
1	O
539	O
$	O
/	O
mois	O
Localisation	O
du	O
poste	O
:	O
78450	postal_code
Villepreux	O
